,product_code,product_label,2016,2017,2018,2019,2020,importer,exporter
264,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad . . .",0,0,0,0,,Afghanistan,Albania
265,72,Iron and steel,0,0,0,0,,Afghanistan,Albania
266,73,Articles of iron or steel,0,0,0,0,,Afghanistan,Albania
267,74,Copper and articles thereof,0,0,0,0,,Afghanistan,Albania
268,75,Nickel and articles thereof,0,0,0,0,,Afghanistan,Albania
269,76,Aluminium and articles thereof,0,0,0,0,,Afghanistan,Albania
270,78,Lead and articles thereof,0,0,0,0,,Afghanistan,Albania
271,79,Zinc and articles thereof,0,0,0,0,,Afghanistan,Albania
272,80,Tin and articles thereof,0,0,0,0,,Afghanistan,Albania
273,81,Other base metals; cermets; articles thereof,0,0,0,0,,Afghanistan,Albania
274,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",0,0,0,0,,Afghanistan,Albania
275,83,Miscellaneous articles of base metal,0,0,0,0,,Afghanistan,Albania
276,84,"Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof",0,0,0,0,,Afghanistan,Albania
277,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television . . .",0,0,0,0,,Afghanistan,Albania
278,86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures . . .",0,0,0,0,,Afghanistan,Albania
279,87,"Vehicles other than railway or tramway rolling stock, and parts and accessories thereof",0,0,0,0,,Afghanistan,Albania
280,88,"Aircraft, spacecraft, and parts thereof",0,0,0,0,,Afghanistan,Albania
281,89,"Ships, boats and floating structures",0,0,0,0,,Afghanistan,Albania
282,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical . . .",0,0,1,0,,Afghanistan,Albania
283,91,Clocks and watches and parts thereof,0,0,0,0,,Afghanistan,Albania
284,92,Musical instruments; parts and accessories of such articles,0,0,0,0,,Afghanistan,Albania
285,93,Arms and ammunition; parts and accessories thereof,0,0,0,0,,Afghanistan,Albania
286,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; . . .",0,0,0,0,,Afghanistan,Albania
287,95,"Toys, games and sports requisites; parts and accessories thereof",0,0,0,0,,Afghanistan,Albania
288,96,Miscellaneous manufactured articles,0,0,0,0,,Afghanistan,Albania
289,97,"Works of art, collectors' pieces and antiques",0,0,0,0,,Afghanistan,Albania
290,99,Commodities not elsewhere specified,0,0,0,0,,Afghanistan,Albania
